"","Description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"4348","NT5C3AP1",-0.00961362760729756,-1.40480661307474,-0.0194534582066947,0.98450522573554,0.997126963200432,-5.35423091914624
"9043","TRPM5",-0.013330402326456,-2.95459419489693,-0.0194128515753885,0.984537565021142,0.997126963200432,-5.25577080161183
"2303","FHL2",0.00600639587773077,5.82935106953884,0.01913496014639,0.984758879566416,0.997183835158608,-6.44437738131654
"14604","TECR",0.00307823920441219,6.85066272994121,0.0191246873832036,0.984767060884785,0.997183835158608,-6.42989915464148
"15676","PLTP",-0.00661392435024322,6.3239000953658,-0.0191227778448703,0.984768581657978,0.997183835158608,-6.46582588579189
"15786","EEF1A2",-0.0141899828059433,6.08158690604208,-0.0187852430677574,0.985037398208637,0.997278406812534,-6.33868222235188
"4873","CTD-2373J6.1",-0.0152140121076467,-3.49591429899098,-0.0187671047724136,0.985051843803018,0.997278406812534,-5.22265359539222
"16501","NCAPH2",-0.00258239542113969,5.14010288494275,-0.0186381335348443,0.985154558459122,0.997278406812534,-6.40366348311235
"9645","CAPN5",-0.00549305161294633,4.13718366917769,-0.0185923111314408,0.985191052178384,0.997278406812534,-6.31252661986345
"3358","PDHB",-0.00288402472645277,5.49071116146914,-0.0185765794685871,0.985203581141859,0.997278406812534,-6.43221057745796
"4733","DEPDC1B",-0.00790805707459152,1.67732752719024,-0.0184860195825931,0.985275704644671,0.997278406812534,-5.85984921014747
"3085","RBMS3",-0.00377491233421567,4.22553428455684,-0.0184754900992428,0.985284090520261,0.997278406812534,-6.36439082995492
"7318","CA8",-0.00965708797278775,2.45826546975545,-0.0183964305688612,0.985347055047158,0.997278406812534,-6.03818228157758
"13913","TMC8",-0.00491652784062335,3.53193258774957,-0.0183467598695086,0.985386613792324,0.997278406812534,-6.16517289691957
"14714","KLHL26",0.00254186507686471,3.55225559081155,0.0182672100670009,0.985449968932468,0.997283529636005,-6.20914068056282
"3817","CAMK2N2",-0.0114639787400663,-2.90893601918946,-0.0180501989728022,0.985622801613976,0.997399437478522,-5.24886887715912
"3764","CLDN11",-0.00582163018037107,2.85724557800754,-0.0178454692820327,0.985785853725113,0.997461679043988,-6.22012957841382
"260","HMGCL",-0.00447786483701051,5.89154750277189,-0.017826557114198,0.985800915903423,0.997461679043988,-6.4160818578104
